title,intro,aid,view,danmaku,reply,favorite,coin,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
【丞相X王朗】节奏RAP！只希望鬼畜区变得更好！,自制 我发现B站的鬼畜区对新人真友好，哈哈，第一次做的鬼畜，这东西还是挺麻烦的，做的途中也在慢慢提高，所以，前面和后面有点不同。请叫我成长型UP。本来想加点特效的，嫌麻烦就算了，不是我懒，只是嫌麻烦而已，嗯！有什么吐槽的尽管吐槽！,4413702,16785,342,67,285,223,葛平,RAP,丞相,德国BOY,王司徒,鬼畜,,,,
熔化的铜与钢丝球【36】,YouTube  http://youtu.be/GsPVoUksOVM,4413729,33365,399,51,85,18,科技人文,趣味短片,科普,高清,科学,实验,教育,物理,老外,作死物理
「ZEALER | DIY」让你的键盘更出彩  ——机械键盘键帽染色教程,自制 官方网站 http://www.ZEALER.com 官方微信 ZEALERTECH 官方微博 http://weibo.com/zealerchina 2016-04-19,4413731,47807,997,137,1050,352,DIY,ZEALER中国,机械键盘,磨叽,,,,,,
日本公信榜Oricon单曲周榜 (2016/04/25付),自制 公信榜2016.04.11~2016.04.17(2016.04.25付)。本周依旧标准结局；48G+坂道强行大合照……视频时长23分40秒。,4413744,13172,1069,49,114,180,2016,ORICON,公信榜,,,,,,,
约会大作战凛祢理想乡折纸线实况流程第六期（完）：与折纸一起直到永远,自制 ....,4413771,15957,340,18,126,58,约会大作战,凛祢理想乡,实况流程,吐槽解说,井上麻里奈,花泽香菜,野水伊织,竹达彩奈,富樫美玲,
[月读]撒！阔以欧豆豆哟！SASUKEEEE," サスケェサスケェサスケェサスケェサスケェサスケェサスケェ！！！！！！
SASUKEEEEEEEEEEEEEEEEEEEEEEEEE
SASUKEEEEEEEEEEEEEEEEEEEEEEEEE",4413782,53200,495,181,1310,243,火影忍者,宇智波佐助,石川英郎,宇智波鼬,伊邪那美,蜜汁带感,恭喜你中了幻术,,,
【克鲁赛德战记】灵魂要塞B8单挑合集「无领主」（完结）,"（2016.7.21合集完结撒花）

完结因由：由于领主的出现、导致基本随便一个站得住的英雄都可以靠领主（被动/主动/精粹）
不费吹灰之力便可、随便单挑B8、9；单挑将再也不是一个挑战.

《灵魂要塞B8》无领主单挑合集（共27个角色）

各角色单挑B9合集「无领主」传送门：",4413843,23881,357,329,191,153,手游,克鲁赛德战记,克鲁赛德战记 手游,克鲁塞德战记,皮皮酱,,,,,
【宋仲基贴吧中字】宋仲基朴宝英应援视频,http://v.youku.com/v_show/id_XMTU0MDgyMzE1Mg==.html 【宋仲基贴吧中字】宋仲基朴宝英为狼族少年导演新作品应援视频,4413876,13009,60,17,200,16,宋仲基,朴宝英,应援视频,,,,,,,
老外的吹玻璃（看着挺帅的）,"https://www.youtube.com/watch?v=XM9pmmrKXKA Amazing Glass Blowing Compilation
UP . Amazing Technology",4413939,16437,225,24,434,40,科普纪录,老外,吹玻璃,,,,,,,
【A路人洋屁教室】7分钟搞定及物/不及物动词,自制 上一期,4413922,471435,7827,4992,30639,19351,职业病2333,论如何将黑其他up主完美融入课堂之中,及物动词,A路人洋屁教室,英语,A路人,因确思提,英语学习,不及物动词,日常黑k漏
SNH48 Sukey 王柏硕《小王说事》第六期 塞纳河的上位潜规则,自制 话说小王说事这档脱口秀节目越办越好，不少成员都纷纷表示想上节目。于是，小王这期就对三位成员进行了有潜规则的海选……本期假宾：王璐 徐伊人 张昕,4413937,14615,237,41,65,228,恶搞,SNH48,膜法师,搞笑视频,大小姐,,,,,
【郑秀妍】【全程中文萌炸】明星特别任务之郑秀妍N个贴身秘密,"【她刻苦学习中文，从拼音的组合到语音的语调，从中国古典常识到流行网络用语，郑秀妍随身装一个小本子，上面密密麻麻全都是笔记】
【接触到郑秀妍身边的助理之后，我们才知道，郑秀妍默默的准备了好久的中文学习，为了这次访谈下了超大功夫，这个姑娘自己要求全中文对话，因为她觉得这样才是对粉丝最大的尊重】
以上来自此次对话采访的记者",4413995,11665,347,41,681,108,郑秀妍,JESSICA,杰西卡,卡宝,明星特别任务,,,,,
【木下大胃王】星巴克新发售哈密瓜星冰乐等两种新品饮料及7种甜品 @柚子木字幕组,2 【柚子木字幕组论坛正式开放 www.youzimu.com 招募翻译、听译、校对、时间轴】 更多精彩视频请 微信公众号Youzimu  微博搜索@柚子木字幕组 http://weibo.com/youzimucom,4413976,163166,1045,457,796,342,柚子木字幕组,YOUTUBE,大胃王,木下求饱,吃货木下,美食视频,木下佑哗,萌妹纸,美食圈,吃货
【GOT7】[M2]一起来玩吧 EP2：神秘盒子 爆笑尖叫不断,cr：logo 【GOT7】[M2]一起来玩吧 EP2：神秘盒子,4413990,14546,345,30,529,17,GOT7,JACKSON王嘉尔,MARK段宜恩,JB林在范,JUNIOR朴珍荣,GOT7 BAMBAM,崔荣宰,金有谦,,
【国货】毛戈平光感滋润无痕粉膏使用心得分享&平价底妆推荐,自制 上一期：,4413991,26992,175,111,517,40,化妆,美妆,国货当自强,,,,,,,
【悬疑/惊悚】乘客.2008 (中英双字),人人影视 | 在一架飞机失事后，年轻的医生克莱尔受导师委派，去帮助处理相关事宜。在与事故幸存者的交谈中，克莱尔发现其中一些人提到当时现场曾经发生过一场爆炸，但航空公司却声称此乃无稽之谈。随着调查的深入，克莱尔与一位名叫艾瑞克的幸存者陷入了爱河。然而随后不久，那些幸存者们突然一个接一个的失踪，克莱尔觉得艾瑞克有可能知道真相，她决定要不惜任何代价，将事情调查清楚。,4413964,88791,2526,96,3010,64,爱情,剧情,惊悚,悬疑,海瑟薇,魔幻,,,,
戏妖【羽绣】,自制 歌曲MP3下载链接 http://pan.baidu.com/s/1dEGP1XB?qq-pf-to=pcqq.c2c 戏子入画，一生天涯  戏子入梦，一路红尘   戏子入情，一舞倾城 感谢收听,4414049,19973,263,325,979,998,中文翻唱,古风,戏腔美腻,女神回归,,,,,,
揭秘翘臀速成方法 9组瘦臀运动轻松打造蜜桃臀,自制 维密蜜桃臀养成九组经典动作分解，坚持两周臀部弹性与线条将有显著提升。,4414031,20389,140,178,2868,71,健身,运动,YOUTUBE,翘臀,,,,,,
【四站联合】GOT7 160419 正午希望曲 全场中字,"四站联合制作发布仅供交流参考分享之用，
任何组织及个人不得公开传播或用于任何商业盈利用途，
否则一切后果由该组织或个人承担！

四站不承担任何法律及连带责任。
请勿擅自更改视频标题及制作者名称，禁二改二传。",4414089,13270,1529,65,1035,39,GOT7,王嘉尔,金有谦,段宜恩,崔荣宰,朴珍荣,BAMBAM,林在范,,
老公初次帮我化妆（其实是虐狗 自备狗粮！｜Gabiekook,https://www.youtube.com/watch?v=6gB-ty-EUaw 남편이 처음으로 나에게 메이크업을 해줬다!,4414082,18417,296,32,312,18,GABIEKOOK 국가비,GABIEKOOK,秀恩爱系列,化妆,日常,自备狗粮,,,,
140斤土肥圆减肥的心酸史,"自制 亲生减肥经历~~~~这不是一个教你怎么减肥的视频，是个减肥的忠告视频

好紧张！！！！！

微博：说给熊熊",4414115,10634,125,111,386,111,减肥,健身,运动,,,,,,,
【天堂】老司机转行去肝船了！提督天堂带你玩转钢铁少女,自制 子曰：女人为什么会觉得她们比船好玩？,4414108,104175,2705,2323,339,255,尕丶天堂,辣鸡游戏,钢铁少女,友闻舰少R乎,漫画作者日吹,遍地虫群,愿病魔早日战胜二雷,,,
【窦靖童】20160419「东网巨星」完整版,https://m.facebook.com/onccstars/ 童童香港宣传~,4414142,16964,405,22,195,16,窦靖童,LEAH DOU,,,,,,,,
【雀巢】这是我见过最宅舞的游戏了！,"自制 终于更新啦！拖这么久不好意思啊！哈哈哈，当一次标题党别打我！
希望大家关注我的微博w@逗比的雀大巢！别忘了大字哟~~
国际惯例：雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅！雀巢好tm帅",4414148,255078,3434,787,5313,21069,宅舞,雀巢,@咬人猫,逗比的雀巢,求咬人猫看到这个的心理阴影面积,真当咬人猫不逛游戏区啊,咬人猫是我老婆 你想干嘛！,,,
3dio ASMR rappeler 滴管的声音,"https://www.youtube.com/watch?v=2Os33q6Ggt8
up：ASMR rappeler",4414195,23978,158,119,1114,123,ASMR,,,,,,,,,
梦中歌谣——奇迹暖暖同人歌曲,"自制 在玩奇迹暖暖的时候，丢总说觉得这个配乐很好听，怂恿我填词唱了，并且自告奋勇帮我编曲。
本来我这种拖延症想填个词现在好难，但是君知同学英勇的站了起来~~
和君知琢磨了很久想要一个少女的梦幻的童话世界的感觉，最后成品我很喜欢。
更要谢谢幺唠同学又帮我做了贴心的pv，让这首歌也得以发在B站~
说起来也在奇暖坑底呆了蛮久的，不过玩玩也挺开心的哈哈。
希望大家喜欢~

喜欢纯歌的小伙伴可以到以下地址下载纯歌版：
5sing：http://5sing.kugou.com/fc/1511",4414172,109727,1395,522,7849,3931,同人音乐,治愈向,檀烧,中文音声,奇迹暖暖,蝶舞翩跹,第一、四、五章BGM,,,
你霉Taylor Swift摔了一跤之后整个人都不对了...【1080p】,https://www.youtube.com/watch?v=fK_zwl-lnmc 【更新原画画质非撞车】Taylor Swift Apple Music 广告第二弹,4414220,45107,195,84,728,88,霉霉,TAYLOR SWIFT,防不胜防,,,,,,,
 【韩国吃播】阿CAN小哥吃播2篇：烤鸡芝士炒饭、披萨、意面,"https://www.youtube.com/watch?v=-iVXB8WmwEw 油管：https://www.youtube.com/user/dkzos/featured 
ID：BJ 아캔",4414239,12079,294,18,101,16,吃播,生肉,AFREECA TV,美食视频,吃货,美食圈,韩国吃播,,,
【自制字幕已补】「Re：从零开始的异世界生活」放送前特番 Re：从零开始的异世界体験,"更正: 字幕已补 错片抱歉
【自制字幕】4月2日「Re：从零开始的异世界生活」放送前特番 Re：从零开始的异世界体験 
片源",4414256,18845,652,68,590,107,熟肉,高桥李依,小林裕介,村川梨衣,水濑祈,大西沙织,内山夕实,铃木このみ,RE：从零开始的异世界生活,
【soso字幕】美国佬土豪BBQ吃法 油炸培根芝士汉堡条 @Sofronio,"YTB tOVzXbXuOhk 薯条都见过，可是汉堡条是什么鬼？本期视频里老爷爷颠覆传统，给大家带来了一道油炸汉堡条！究竟那是什么呢？大家来一起看吧！
原作上传时间：2016年4月16日
原料：面包，肩颈肉馅，盐椒蒜，培根，切达奶酪，延工程能够，腌黄瓜，墨西哥辣椒，番茄酱，黄芥末鸡蛋，水，啤酒，牛奶，薯片。",4414286,25762,494,42,307,78,SOSO字幕,BBQ,美国佬BBQ土豪吃法,美食,BBQPITBOYS,点赞狂魔,深夜报社,土豪BBQ系列,,
【欢乐颂】关雎尔/乔欣 1080P高清Cut【第一季完结】,欢乐颂关雎尔cut 下载地址在第68楼,4414290,35882,817,120,1086,131,关雎尔,乔欣,欢乐颂,姚关,,,,,,
【草办】一个来自丑逼界的基佬妆教程,"自制 心血来潮的基佬妆教
这里草办 一条来自杭州的168斤咸鱼coser
微博：日日直播吃屎_草办
企鹅2351159167
欢迎勾搭 
以上",4414316,11361,343,85,630,184,COS教程,化妆,原创,基佬,草办王子,封面党,,,,
中文asmr  轻语向    充满爱意的催眠术,自制 说的是合租的女孩子竟然是睡眠治疗师的故事。感谢便当王n叔的定制和分享。很久之前他就定制过一期香氛店，就总是有很多有趣的主题，然后互相扯一扯，觉得应该可以做出好的asmr来。最近一直处于低气压的状态，晚上把令人嫌弃的松子的一生又看了一遍，感慨万千。最近大概回评会越来越少吧，感觉有点努力不动了。看过一个动画，主人公太执着于想要成为治愈他人的天使而最终误入歧途，我觉得如果我遇到了一个温柔的人我会越发地去呵护她，而不是觉得她就应该一直温柔向上就应该为他人服务，太过残忍了，我想呵护这份温柔。愿共勉。,4414343,54470,317,669,1785,1031,ASMR,耳机,中文音声,,,,,,,
【Sv】娇喘福利！见识过一脸懵逼的赛马比赛嘛？,"自制 嗓子已经废掉了，这次解说为了配合气氛所以很疯狂
多谢毛毛头~
新浪微博：Sv谷秀子",4414380,15642,402,144,360,843,娱乐解说,解说,搞笑,不火不科学,,,,,,
【熟肉】【河西美希】彩妆教程-素肌感光泽底妆(2015.10.25),https://www.youtube.com/watch?v=bohIzAdKCL4 ETUDE HOUSE到底要叫爱丽小屋好呢 还是伊蒂之屋~，紫色偏透明感，适合白皮肤的人~还有大创百元店的高光也用到了~连大创都可以你就发现其实很多自己的压箱底都可以派上用场,4414374,16772,69,16,677,24,化妆,美妆,化妆教程,教程,日常,彩妆,时尚,萌妹子,河西美希,粉星美妆
【重生】名流巨星养成日记之床戏篇,自制 床戏+糖，阿婆主就是太宠你们了，真的！你们猜，还有什么料？高能预警一声，本周剧情太精彩，哀家洪荒之力已经无法控制了。,4414385,141088,256,95,1140,123,重生之名流巨星,名流巨星养成日记,重生,徐海乔,,,,,,
「木JJ出品」Billboard 美国单曲周榜第17期 TOP50 2016,自制 OP：Where You Are - Hillsong Young &amp; Free 啊，我知道不是新歌啦，下周开始用新一点的！！！这周大家的焦点就是：到底冠军是 呱呱呱，还是小胖，还是国宝？看到最后就知道啦！！！今天你们这些小浪蹄子没出去浪？？？,4414414,20164,2916,232,209,320,欧美音乐,BILLBOARD,MV,木JJ,太极狼,学中文,传教士,,,
美味星球 穿越时空丨如果我在6500W年前把地球吃掉 我还存在吗？,"自制 如果你们想看到更多的这个游戏的话 可以在留言里面告诉我 也可以通过砸硬币的方式告诉我
现在就订阅我：http://i.youku.com/zhongguoBOY/subscribe 新浪：http://weibo.com/qqqwwe 百度贴吧：中国BOY 喜欢的话就订阅吧",4414426,118358,2576,863,659,2118,中国BOY,童年回忆向,美味星球,中国BOY大基佬,真 人之初性本善 我录视频你来看,,,,,
got7 mark段宜恩&Jackson王嘉尔 有爱合集 海外观看反应 reaction,自制 got7,4414454,12291,63,7,196,14,段宜恩,,,,,,,,,
【多素材/燃】燃烧麻木的心灵，打开异世界的门,"自制 比起上一个应该好那么一点吧
BGM: Numb
认为做的不好拿硬币打我啊。",4414469,120992,1985,198,6722,1863,境界的彼方,多素材,AMV,罪恶王冠,野良神,热血,某科学的超电磁炮,妖精的尾巴,,
快本鲸鱼分别与三人柔术对决环节,微博@叶wz 看前面两次对决后再看三你们就知道这运动绝对是正经的，但对不同的人的感情明显是不（藏）一（不）样（住）的← ←明显粥粥听到迷妹喊“瑜洲”后坚定的扳倒了鲸鱼，那种扳倒方式鲸鱼明明也可以一招就锁倒他，但鲸鱼选择让对方”洲瑜“之后再”瑜洲“回来⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,4414503,49404,544,119,2497,178,黄景瑜,许魏洲,,,,,,,,
【姜大声】【daesung】家族诞生【更新至72P】,"网页 Bigbang姜大声迷妹一位，为声儿整合资源，侵删，谢谢。
不够不得不说家族诞生第一季非常好看
说是去疗养的李忠信，游戏魔王金继母秀路，无所不能的刘大神
性感可爱的孝利欧尼，甜美杀气刀客艺珍
爱唠叨的肌肉男金钟国，不能相信IQ的毛躁天熙
可爱暖心的老幺姜大声。",4414550,40045,2411,69,1378,112,真人秀,金钟国,国外综艺,天下无敌李孝利,大神刘在石,BIGBANG 姜大声 DAESUNG,,,,
魅丽声影 2016 黄霑十大荧幕金曲,转自优酷，南齐影像 黄霑大师的经典作品盘点,4414589,13487,649,24,526,91,黄沾,音乐,影视插曲,,,,,,,
【官方双语】远程看片？教你用NAS向移动设备串流#Linus谈科技,"自制 文件太大？公网没有？格式不兼容？用NAS给自己串流！
招募有偿翻译nixiesubs.com/?p=67
买衣服merch.linustechtips.com
Stream your home media files away from home  youtube.com/watch?v=GYf9m1Ck8u0
space.bilibili.com/25282560 Linus和小伙伴耍宝",4414604,22572,391,150,434,125,LINUSTECHTIPS,辉光字幕组,LINUS,LUKE,,,,,,
智爷开窍 推到瑟妹！！,自制 谁言智爷不撩妹儿，实力埋胸深情告白,4414646,27476,55,13,199,28,口袋妖怪,口袋妖怪XY,宠物小精灵,宠物小精灵 XY,小智,皮卡丘,,,,
【美剧】倾听心灵.When Calls the Heart第二季,拉风字幕组 第三季正在播出，已续订第四季,4414662,13412,137,21,501,13,美剧,爱情,,,,,,,,
鬼畜王， 丞相之决斗（下）,自制 由于之前一段时间比较忙的原因，所以下集拖了很久，打架久等了:-D，丞相与王司徒将展开更加激烈的决斗，未出场的全明星也将纷纷出场，至于反击陷阱和通常魔法连锁的问题，是因为速攻魔法的标志太小了，我P不上/(ㄒoㄒ)/~~希望大家喜欢。,4414635,50912,568,150,1365,598,全明星,【游戏王】,王司徒,游戏王,神TM第二集,,,,,
用东北广场舞的方式打开天涯明月刀OL：娘子，啊哈！,自制 UP迷上了一个魔性曲目。,4414664,16832,117,44,223,128,天涯明月刀,,,,,,,,,
【实况】我要成为最能干的提督！！（钢铁少女）,自制 第一次做这个样子的游戏实况，有点紧张，说话支支吾吾的像个咸鱼一样，看来以后得多直播练练口牙了。结尾有福利，希望大家看得开心，正片不久后就会出了！,4414694,15817,414,338,83,76,实况解说,你和六道 天堂什么关系,朋友你知道战舰少女R吗,,,,,,,
【我的世界】5分钟速撸大战x小兰x菜鸽子【22】,"自制 微博：http://www.weibo.com/maxkim0314
粉丝群：425775612

Hypixel服务器IP：mc.hypixel.net【需要正版】",4414668,12583,792,117,72,88,MINECRAFT,我的世界,建筑,小游戏,速撸,速建,,,,
[VIXX] VIXX - Dynamite + 手的离别 打歌合辑,VIXX的第五张单曲专辑《Zelos》此次新专辑以希腊神话中嫉妒与竞争之神“Zelos”为定位，VIXX完美变身成对爱情充满嫉妒心的冷峻男人，华丽回归。新专辑共包括三首歌曲，其中主打歌《Dynamite》不同于以往VIXX的曲风，明快并充满中毒性的旋律展现出了VIXX的崭新面貌。,4414709,24515,1374,82,1657,86,KOREA音乐舞蹈,VIXX,车学沇,郑泽运,李在焕,金元植,李弘彬,韩相爀,,
【机械哥】无视重力与生理极限的神作,"https://www.youtube.com/watch?v=76z0NAE4ZvI 由于这个视频并不是机械哥发布的，所以没人搬运
原地址：https://www.youtube.com/watch?v=76z0NAE4ZvI",4414735,153691,921,192,5212,1314,机械舞,POPPING,机械哥,,,,,,,
【焦恩俊张庭】绝色双娇主剧情cut（上）,tudou 绝色双娇台配版剪辑,4414745,25502,5183,88,1360,100,焦恩俊,张庭,绝色双娇,,,,,,,
起小点TOP10 VOL189 霸道总裁阿兹尔 疯狂壁咚四男一女！,自制 由STARTOR出品的《起小点TOP10》每周三，周日更新。新浪微博@起小点 获取更多精彩内容。,4414775,355414,1640,853,474,849,STARTOR,英雄联盟,起小点,秋名山车神,蜜汁高产,,,,,
[TV2] 为什么我看的四月新番和你们不一样噜 ver2.0.1604,自制 资源下载 http://pan.baidu.com/s/1nt3dHwd 歌单 http://www.xiami.com/collect/161460529， http://music.163.com/#/m/playlist?id=366335604   另外我终于意识到我们台应该换个麦克了……,4414773,177093,7478,2004,3534,8685,我记得是一年五次,越看越二,TV2,一年未必四次的UP主,终于等到你,新番吐槽,,,,
【熊晓颖】DIA -  Some how  不知为何,自制 没想到预计的视频会拖的这么晚，之前打算旅游多录两个，发现行程实在太紧早出晚归，自由活动时间少之又少，只能凌晨4点起来备录。可悲的是直到6点才蒙蒙亮...所以有几个场景看不清楚，而且单反不造是不是水土不服老是自动停止，自己在录制过程中也差点掉水里...只能回来的时候补录了几遍。最近事也多，忙网店考驾照，更新有点慢，望大家理解！,4414788,24990,142,73,314,409,DIA,熊晓颖,SOME HOW,腿玩年,真·镇站直腿,,,,,
「吴阳出品」努比亚Z11mini上手评测,自制 欢迎大家关注我的新浪微博：@吴阳，和我交流互动。,4414776,47497,1031,175,62,260,手机评测,测评,手机,发布会,安卓,体验,上手,吴阳出品,,
[SHINHWA神话] 申天歌SOLO大放送 原来你是这样的星星,"所以视频来自Youtube。饭拍主要来自Therezia Äks，ins tinct，FeelYoung，syung27hj等。
最开始是星星和文晸赫有限的三场live合作。坚决替老大守护他的cp～ 几场不常见的 有意思的 女团歌舞的 和英文翻唱集中放在前面几p 后面的基本按时间顺序排列。持更，观看愉快～",4414839,10689,818,50,1134,75,神话,SHINHWA,申彗星HYESUNG,,,,,,,
2009全运会男团决赛 经验丰富的马大厨VS见招拆招的小藏獒,"前四盘解放军和广东战成2：2，这是决胜盘
最后一局继科的暂停叫得简直机智→_→",4414925,23619,1552,65,2420,56,全运会,乒乓球,张继科,马琳,,,,,,
【嘉成兄弟】刷一发同步率,"自制 之前剪视频找素材时经常能看到，所以干脆做了一个合集。
部分视频素材来源：@认真围观撕不约；@_GNR_",4414933,11130,275,44,614,500,X-FIRE,谷嘉诚,嘉成兄弟,伍嘉成,燃烧吧少年,,,,,
【WEB】田中君总是如此慵懒小剧场 05【字幕】,"（@tanaka_anime) Twitter  『邮件』
Twitterアニメ「田中くんは今日もけだるげ」4/19【メール】電車の中って眠くなりますよね。 #たなけだ
还有就是自制了田中君OP，有兴趣的可以看下。
【自翻】「田中君总是如此慵懒」OP（字幕/含彩蛋）： ",4414946,129268,174,41,211,67,田中君总是如此慵懒小剧场,小动画,小野贤章,细谷佳正,,,,,,
【李小尹】兰陵王入阵曲/古风古典yy尹姑娘,自制 【兰陵王入阵曲】YY古风尹姑娘27225能唱会跳自学的我会继续努力的,4414951,14273,59,27,246,39,编舞,古典舞,中国风,原创编舞,原创,,,,,
【恐怖/搞笑】阴阳先生之末代天师 （致敬林正英） 师兄弟三人合力大战金甲僵尸,自制 军阀年间，硝烟四起。秋生、文才、阿龙三人同是九叔的徒弟，九叔仙逝后又逢乱世，三人为谋生计各立门户。而后，镇子一夜变尸城， 三人齐力灭掉金甲干尸， 他们把甘宝和师父留下的茅山道术秘籍藏到隐蔽处后，把尸群引到一栋木楼中，点燃了炸药包。,4414965,29297,749,64,187,14,阴阳先生之末代天师,钱小豪,楼南光,彭禺厶,,,,,,
【ASMR】PPOMO ASMR 鞋子的声音,"YouTube Korean ASMR 한국어 맛있는 구두소리 모음집 Leather and Enamel Shoes Sound
作者：뽀모 PPOMO ASMR
原链接：https://www.youtube.com/watch?v=XMwJf6ixG1I
直播地址：http://afreeca.com/monaca89",4414959,65276,899,269,1976,240,ASMR,뽀모 PPOMO ASMR,足控福利,耳机,PPOMO,,,,,
【美剧/4月】分手后 第二季第1集/The Outs[2016][中文字幕][1080P],QAF中文站 自杰克和米切尔分手已经过去了很久，乌娜开始写红酒博客，而保罗去了外地念研究生。他们的生活里，有什么变了，而又有什么是没变的呢？该剧被《采访》杂志称为“最精准地刻画了年轻同志群体生活状态”的电视剧。,4414980,26463,950,64,818,104,QAF中文站,分手后,美剧,同性,THE OUTS,,,,,
【有吉弘行的艺人界烦恼冠军杯】160102 经受各种各样欲望考验吧【人力字幕组】,"（人力舍 | rlzimu.com） 160102 有吉のドッキリ初笑い！芸能界煩悩CUP
烦恼~是一种让人的心境混乱和产生欲望的东西！每天在欲望的漩涡里不停徘徊的艺人！将经受各种各样欲望考验~判定内心最烦恼的艺人~演艺圈烦恼冠军杯开幕啦！",4415030,152106,2151,88,2475,187,国外综艺,人力字幕组,160102,有吉のドッキリ初笑い！芸能界烦悩CUP,有吉弘行,大久保佳代子,高桥真麻,,,
肥牛饭，咱自己在家做！比外边好吃实惠！,"自制 新浪微博：http://weibo.com/1897509683
美拍：香喷喷的小烤鸡",4415057,65313,406,124,2031,637,烹饪,美食圈,自制,美食视频,香草粑噗,,,,,
【恐怖/悬疑】黑死病 Black Death (2010)【双语精效字幕】小雀斑主演,"人人影视 　1348年，黑死病蔓延欧洲，诸国上下尸横遍野，饿殍满街。在这个人人自危的黑暗时代，年轻的英格兰传教士奥斯曼依旧试图坚守他的信仰和岗位。此时骑士奥立克带领手下来到奥斯曼所在的教堂。因为主教听说丹维兹森林某个村庄无一人感染瘟疫，派遣奥立克前去探明情况。因该村庄靠近奥斯曼成长的故乡，他主动请缨担当奥立克的向导。 
　　其实，奥立克此行另有企图。传说那个村庄的人民背离了上帝，笃信邪教，举行奇怪的仪式，甚至还把死人招回人间。奥立克的目标就是将领头人抓住正法。一路上危机不断，不知更大的考验还在",4415062,41810,1466,66,2949,70,电影,埃迪·雷德梅恩,惊悚,肖恩·宾,冒险,悬疑,英国,,,
【我们相爱吧】【宇宙夫妇】恋爱循环~,自制 入了一个诡异的坑,4415072,10524,23,9,48,35,我们相爱吧,宇宙夫妇,周冬雨,余文乐,,,,,,
【爱李】采薇—舞蹈教程(上),"自制 大家久等了
采薇的教学视频终于有时间录了
实在太忙，这个也是抽课间休息录得
教学视频就没搞那么华丽了，大家只要能看懂就好。。
然后我发现，对着身后无学生的状态教学，我就得了语早死orz........
别嫌弃就好！~大家么么哒！~学舞加油，争取学会给我返视频，别人返图我们返视频！~好牛的赶脚哈哈哈",4415089,84796,230,206,4587,876,爱李,原创编舞,舞蹈教程,采薇,,,,,,
